"ONTOLOGY","TERM","N","DE","P.DE","FDR"
"BP","regulation of presynaptic dense core granule exocytosis",1,0,0.999999999998671,1
"BP","synaptic signaling by nitric oxide",2,0,1.00000000002883,1
"BP","regulation of retrograde trans-synaptic signaling by endocanabinoid",3,0,1.00000000004641,1
"BP","regulation of synaptic membrane adhesion",4,0,0.999999999990345,1
"BP","zinc ion import into synaptic vesicle",2,0,1.00000000001151,1
"BP","postsynaptic intermediate filament cytoskeleton organization",3,0,0.999999999964225,1
"BP","presynaptic cytoskeleton organization",7,0,1,1
"BP","postsynaptic cytoskeleton organization",21,0,1,1
"BP","maintenance of mitotic sister chromatid cohesion, telomeric",2,0,1.00000000000692,1
"BP","mitotic sister chromatid cohesion, telomeric",2,0,1.00000000000692,1
"BP","calcium-dependent activation of synaptic vesicle fusion",15,0,1,1
"BP","synaptic vesicle cytoskeletal transport",19,0,1,1
"BP","actin filament-based transport",9,0,1,1
"BP","synaptic vesicle transport along microtubule",19,0,1,1
"BP","presynaptic dense core vesicle exocytosis",5,0,1.00000000002594,1
"BP","postsynapse to nucleus signaling pathway",7,0,1,1
"BP","positive regulation of presynaptic cytosolic calcium concentration",1,0,0.999999999973731,1
"BP","synaptic signaling via neuropeptide",10,0,1,1
"BP","trans-synaptic signaling by neuropeptide",1,0,0.999999999982534,1
"BP","trans-synaptic signaling by lipid",9,0,1,1
"BP","trans-synaptic signaling by endocannabinoid",9,0,1,1
"BP","trans-synaptic signaling by soluble gas",1,0,0.999999999952756,1
"BP","trans-synaptic signaling by nitric oxide",1,0,0.999999999952756,1
"BP","trans-synaptic signaling by lipid, modulating synaptic transmission",4,0,0.999999999986345,1
"BP","trans-synaptic signaling by endocannabinoid, modulating synaptic transmission",4,0,0.999999999986345,1
"BP","trans-synaptic signaling by soluble gas, modulating synaptic transmission",1,0,0.999999999952756,1
"BP","trans-synaptic signaling by nitric oxide, modulating synaptic transmission",1,0,0.999999999952756,1
"BP","trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission",1,0,0.99999999998202,1
"BP","maintenance of postsynaptic density structure",6,0,1.00000000003418,1
"BP","regulation of postsynaptic cytosolic calcium ion concentration",9,0,1,1
"BP","regulation of protein catabolic process at presynapse, modulating synaptic transmission",1,0,0.999999999976121,1
"BP","regulation of protein catabolic process at postsynapse, modulating synaptic transmission",4,0,0.999999999961234,1
"BP","regulation of translation at presynapse, modulating synaptic transmission",3,0,1.00000000005431,1
"BP","regulation of neurotransmitter receptor activity",17,0,1,1
"BP","regulation of action potential firing rate",3,0,1.00000000003806,1
"BP","microtubule plus-end directed mitotic chromosome migration",1,0,0.999999999998947,1
"BP","lateral attachment of mitotic spindle microtubules to kinetochore",2,0,1.00000000001793,1
"BP","regulation of action potential firing pattern",1,0,1.00000000000978,1
"BP","regulation of action potential firing threshold",1,0,0.999999999993594,1
"BP","neurotransmitter receptor cycle",1,0,1.00000000002972,1
"BP","neurotransmitter receptor diffusion trapping",11,0,1,1
"BP","postsynaptic neurotransmitter receptor cycle",1,0,1.00000000002972,1
"BP","neurotransmitter receptor transport, endosome to plasma membrane",11,0,1,1
"BP","retrograde axonal protein transport",2,0,1.00000000001531,1
"BP","regulation of skeletal muscle contraction by action potential",2,0,1.00000000001758,1
"BP","pulmonary blood vessel remodeling",4,0,1.00000000002148,1
"BP","optical nerve axon regeneration",1,0,1.00000000000653,1
"BP","intestinal hexose absorption",7,0,1,1
"BP","tRNA (guanine-N7)-methylation",3,0,1.00000000000392,1
"BP","RNA 5'-cap (guanine-N7)-methylation",2,0,1.00000000004906,1
"BP","regulation of inflammatory response to wounding",13,0,1,1
"BP","negative regulation of inflammatory response to wounding",10,0,1,1
"BP","positive regulation of inflammatory response to wounding",3,0,0.999999999971741,1
"BP","regulation of vesicle docking",2,0,1.00000000002983,1
"BP","positive regulation of vesicle docking",1,0,0.999999999972877,1
"BP","neuron projection retraction",2,0,1.00000000007183,1
"BP","regulation of GABA-A receptor activity",1,0,0.999999999988453,1
"BP","polyamine deacetylation",1,0,0.999999999966768,1
"BP","spermidine deacetylation",1,0,0.999999999966768,1
"BP","regulation of cobalamin metabolic process",1,0,1.00000000000395,1
"BP","positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",6,0,1.00000000001157,1
"BP","regulation of cell adhesion involved in sprouting angiogenesis",2,0,1.00000000001566,1
"BP","negative regulation of cell adhesion involved in sprouting angiogenesis",1,0,0.999999999997113,1
"BP","positive regulation of cell adhesion involved in sprouting angiogenesis",1,0,1.00000000001126,1
"BP","ER-dependent peroxisome localization",1,0,0.999999999952539,1
"BP","regulation of glutamate receptor clustering",5,0,1.00000000003614,1
"BP","regulation of (R)-mevalonic acid biosynthetic process",1,0,1.00000000000697,1
"BP","negative regulation of (R)-mevalonic acid biosynthetic process",1,0,1.00000000000697,1
"BP","positive regulation of cobalamin metabolic process",1,0,1.00000000000395,1
"BP","negative regulation of store-operated calcium entry",1,0,0.999999999981272,1
"BP","positive regulation of cardiac muscle cell contraction",1,0,0.999999999949662,1
"BP","negative regulation of cardiac muscle cell contraction",2,0,0.999999999997023,1
"BP","tRNA C3-cytosine methylation",2,0,1.00000000003285,1
"BP","peptidyl-lysine glutarylation",1,0,1.00000000001522,1
"BP","protein depropionylation",2,0,1.00000000002949,1
"BP","protein localization to ERGIC",1,0,0.99999999997821,1
"BP","cytosol to ERGIC protein transport",1,0,0.99999999997821,1
"BP","regulation of UDP-N-acetylglucosamine biosynthetic process",1,0,1.00000000002331,1
"BP","negative regulation of UDP-N-acetylglucosamine biosynthetic process",1,0,1.00000000002331,1
"BP","regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA",2,0,1.0000000000144,1
"BP","negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA",1,0,0.999999999995822,1
"BP","omega-hydroxyceramide biosynthetic process",1,0,1.00000000000122,1
"BP","snRNA methylation",1,0,0.999999999998037,1
"BP","tRNA surveillance",8,0,1,1
"BP","purine ribonucleotide salvage",9,0,1,1
"BP","purine deoxyribonucleotide salvage",3,0,1.0000000000057,1
"BP","dAMP salvage",3,0,1.0000000000057,1
"BP","Lewis x epitope biosynthetic process",2,0,1.00000000005115,1
"BP","regulation of tRNA methylation",1,0,0.999999999975231,1
"BP","formin-nucleated actin cable organization",3,0,1.00000000000988,1
"BP","basolateral protein secretion",5,0,1.0000000000675,1
"BP","positive regulation of elastin catabolic process",1,0,0.99999999997023,1
"BP","cap-independent translational initiation of linear mRNA",1,0,0.999999999958462,1
"BP","cardiac muscle myoblast proliferation",6,0,1.0000000000371,1
"BP","regulation of cardiac muscle myoblast proliferation",6,0,1.0000000000371,1
"BP","negative regulation of cardiac muscle myoblast proliferation",3,0,1.00000000000867,1
"BP","positive regulation of cardiac muscle myoblast proliferation",3,0,1.00000000001988,1
"BP","regulation of DNA strand resection involved in replication fork processing",3,0,1.00000000005852,1
"BP","negative regulation of DNA strand resection involved in replication fork processing",2,0,1.00000000001217,1
"BP","negative regulation of meiosis I",2,0,1.00000000011534,1
"BP","negative regulation of G2/MI transition of meiotic cell cycle",3,0,1.00000000001433,1
"BP","metabolite repair",2,0,1.00000000006451,1
"BP","regulation of blood vessel endothelial cell differentiation",3,0,1.00000000001793,1
"BP","positive regulation of blood vessel endothelial cell differentiation",1,0,0.999999999964833,1
"BP","negative regulation of blood vessel endothelial cell differentiation",2,0,1.00000000007214,1
"BP","regulation of angiotensin-activated signaling pathway",5,0,1.00000000005643,1
"BP","negative regulation of angiotensin-activated signaling pathway",1,0,0.999999999987402,1
"BP","positive regulation of angiotensin-activated signaling pathway",3,0,1.00000000002281,1
"BP","lncRNA catabolic process",2,0,1.00000000003125,1
"BP","regulation of ferroptosis",17,0,1,1
"BP","negative regulation of ferroptosis",14,0,1,1
"BP","vesicle-mediated intercellular transport",3,0,1.00000000001613,1
"BP","regulation of placenta blood vessel development",1,0,0.999999999975011,1
"BP","negative regulation of placenta blood vessel development",1,0,0.999999999975011,1
"BP","positive regulation of hippocampal neuron apoptotic process",1,0,1.00000000000419,1
"BP","regulation of calcium import into the mitochondrion",6,0,1.00000000006787,1
"BP","negative regulation of calcium import into the mitochondrion",3,0,1.00000000000929,1
"BP","mRNA alternative polyadenylation",4,0,0.999999999966387,1
"BP","negative regulation of animal organ morphogenesis",2,0,1.00000000001141,1
"BP","positive regulation of very-low-density lipoprotein particle clearance",1,0,0.999999999959839,1
"BP","Norrin signaling pathway",4,0,1.00000000000595,1
"BP","NAD-cap decapping",3,0,1.00000000002319,1
"BP","regulation of glutamatergic neuron differentiation",1,0,0.99999999998967,1
"BP","negative regulation of glutamatergic neuron differentiation",1,0,0.99999999998967,1
"BP","intermembrane phospholipid transfer",1,0,0.999999999974263,1
"BP","intermembrane sphingolipid transfer",1,0,1.00000000001164,1
"BP","regulation of macrophage proliferation",7,0,1,1
"BP","positive regulation of macrophage proliferation",6,0,1.00000000003017,1
"BP","negative regulation of macrophage proliferation",1,0,0.999999999964355,1
"BP","stereocilium maintenance",4,0,1.0000000000238,1
"BP","snRNA (adenine-N6)-methylation",2,0,0.99999999999948,1
"BP","intestinal motility",3,0,1.00000000000711,1
"BP","small intestinal transit",2,0,0.999999999984303,1
"BP","large intestinal transit",1,0,1.0000000000148,1
"BP","regulation of small intestinal transit",2,0,0.999999999984303,1
"BP","positive regulation of small intestinal transit",2,0,0.999999999984303,1
"BP","regulation of gastric emptying",1,0,1.00000000000043,1
"BP","negative regulation of gastric emptying",1,0,1.00000000000043,1
"BP","stomach smooth muscle contraction",2,0,0.99999999999626,1
"BP","stomach pylorus smooth muscle contraction",1,0,1.00000000000075,1
"BP","pyloric antrum smooth muscle contraction",1,0,1.00000000000075,1
"BP","regulation of stomach fundus smooth muscle contraction",1,0,1.00000000000043,1
"BP","positive regulation of stomach fundus smooth muscle contraction",1,0,1.00000000000043,1
"BP","regulation of pyloric antrum smooth muscle contraction",1,0,1.00000000000075,1
"BP","positive regulation of pyloric antrum smooth muscle contraction",1,0,1.00000000000075,1
"BP","angiogenic sprout fusion",3,0,1.0000000000613,1
"BP","cell adhesion involved in sprouting angiogenesis",3,0,1.0000000000613,1
"BP","regulation of peptidyl-lysine crotonylation",1,0,0.999999999991948,1
"BP","negative regulation of peptidyl-lysine crotonylation",1,0,0.999999999991948,1
"BP","glucagon processing",1,0,0.999999999986252,1
"BP","T cell meandering migration",1,0,1.00000000000008,1
"BP","response to zinc ion starvation",7,0,1,1
"BP","positive regulation of apoptotic process in bone marrow cell",1,0,0.999999999998368,1
"BP","negative regulation of ERBB4 signaling pathway",1,0,1.00000000001533,1
"BP","positive regulation of collagen catabolic process",1,0,0.999999999990791,1
"BP","detection of hot stimulus involved in thermoception",1,0,0.999999999973681,1
"BP","detection of cold stimulus involved in thermoception",1,0,0.999999999970511,1
"BP","cell-substrate junction disassembly",13,0,1,1
"BP","focal adhesion disassembly",13,0,1,1
"BP","regulation of focal adhesion disassembly",11,0,1,1
"BP","positive regulation of focal adhesion disassembly",8,0,1,1
"BP","negative regulation of focal adhesion disassembly",3,0,1.00000000001737,1
"BP","negative regulation of protein localization to chromatin",6,0,1.00000000002268,1
"BP","positive regulation of protein localization to chromatin",3,0,1.00000000004589,1
"BP","regulation of bile acid secretion",5,0,0.99999999997876,1
"BP","positive regulation of bile acid secretion",1,0,0.999999999957872,1
"BP","negative regulation of bile acid secretion",2,0,0.999999999997496,1
"BP","negative regulation of termination of RNA polymerase II transcription",2,0,1.00000000004797,1
"BP","mucociliary clearance",12,0,1,1
"BP","proacrosomal vesicle fusion",2,0,1.00000000005068,1
"BP","maintenance of ciliary planar beating movement pattern",1,0,1.00000000000747,1
"BP","regulation of blastocyst development",4,0,0.999999999983487,1
"BP","larynx morphogenesis",2,0,1.00000000009595,1
"BP","larynx development",2,0,1.00000000009595,1
"BP","protein localization to motile cilium",5,0,0.999999999987973,1
"BP","olefinic compound catabolic process",1,0,0.999999999997293,1
"BP","background adaptation",2,0,1.00000000000723,1
"BP","regulation of pigmentation",17,0,1,1
"BP","sperm mitochondrial sheath assembly",7,0,1,1
"BP","lipid modification by small protein conjugation",1,0,1.00000000000061,1
"BP","lipid ubiquitination",1,0,1.00000000000061,1
"BP","2-oxoglutarate decarboxylation to succinyl-CoA",1,0,0.999999999985071,1
"BP","branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA",4,0,1.00000000000242,1
"BP","morula formation",3,0,1.00000000002904,1
"BP","mitochondrial ADP transmembrane transport",4,0,1.00000000001526,1
"BP","lipid droplet formation",17,0,1,1
"BP","manganese ion export across plasma membrane",1,0,0.999999999972533,1
"BP","regulation of endocardial cushion to mesenchymal transition",1,0,0.999999999974633,1
"BP","positive regulation of endocardial cushion to mesenchymal transition",1,0,0.999999999974633,1
"BP","cellular response to oxidised low-density lipoprotein particle stimulus",14,0,1,1
"BP","axon arborization",1,0,0.999999999977586,1
"BP","peptidyl-lysine crotonylation",2,0,0.99999999999184,1
"BP","peptidyl-lysine butyrylation",1,0,0.999999999961231,1
"BP","cardiac endothelial to mesenchymal transition",3,0,1.00000000003561,1
